Accident_ID,Date,Year,Month,Day,Day_of_Week,Time,Quarter,State,District,Region,Urban_Rural,Highway_Type,Road_Type,Weather,Visibility,Road_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Number_of_Vehicles,Driver_Age,Driver_Gender,Driver_Experience_Years,Speed_Limit,Estimated_Speed,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Phone_Usage,Accident_Cause,Collision_Type,Severity,Number_of_Casualties,Number_of_Fatalities,Number_of_Injured,Emergency_Response_Time_Minutes,Hospital_Nearby,Vehicle_Damage_Cost,Insurance_Claim,FIR_Registered,Hit_and_Run,Festival_Season,Holiday,Rainfall_mm,Temperature,Latitude,Longitude
ACC100705,02-11-2024,2024,11,2,Saturday,17:47,Q4,Telangana,Telangana_District-1,South,Urban,City Road,Bridge,Clear,Good,Dry,Daylight,Moderate,Two-Wheeler,2,46,Female,22,40,45,Yes,N/A,No,No,Poor Road Condition,Vehicle Rollover,Minor,1,0,1,49,Yes,15865,Yes,Yes,Yes,Yes,No,0.2,18.7,17.6742,78.8683
ACC101232,30-06-2024,2024,6,30,Sunday,01:40,Q2,Andhra Pradesh,Andhra_District-8,South,Urban,Expressway,Roundabout,Rainy,Poor,Oil Spill,Night - No Streetlight,Low,Auto-Rickshaw,4,18,Male,0,100,130,N/A,N/A,No,No,Drunk Driving,Pedestrian Hit,Fatal,2,2,0,35,No,153174,Yes,Yes,No,No,No,11.3,32.9,16.3373,78.8534
ACC100464,06-07-2023,2023,7,6,Thursday,21:47,Q3,Andhra Pradesh,Andhra_District-3,South,Rural,City Road,Curve/Bend,Rainy,Poor,Wet,Night - Streetlight,High,Auto-Rickshaw,3,44,Female,25,40,38,N/A,N/A,No,Yes,Brake Failure,Hit and Run,Minor,0,0,0,46,Yes,25938,No,Yes,No,No,No,54.2,20.9,15.7209,80.2241
ACC100345,14-11-2024,2024,11,14,Thursday,21:38,Q4,Haryana,Haryana_District-5,North,Urban,Village Road,Bridge,Clear,Good,Potholes,Night - Streetlight,Very High,Two-Wheeler,3,26,Male,7,30,25,No,N/A,No,No,Wrong Side Driving,Multi-Vehicle Pileup,Serious,4,1,3,12,No,80755,Yes,Yes,No,Yes,No,4.2,25.4,28.7135,77.0685
ACC100035,10-12-2024,2024,12,10,Tuesday,08:44,Q4,Kerala,Kerala_District-7,South,Urban,National Highway,Roundabout,Clear,Good,Under Construction,Daylight,High,Two-Wheeler,2,18,Male,0,80,81,Yes,N/A,No,No,Wrong Side Driving,Pedestrian Hit,Minor,2,0,2,18,Yes,21690,Yes,No,No,No,No,3.6,14.8,10.8247,76.7578
ACC101799,27-04-2023,2023,4,27,Thursday,21:40,Q2,Bihar,Bihar_District-1,East,Rural,City Road,Flyover,Cloudy,Moderate,Dry,Night - Streetlight,Low,Bicycle,2,29,Male,9,40,40,N/A,N/A,No,No,Pedestrian Crossing Negligence,Hit and Run,Minor,1,0,1,16,Yes,1423165,No,Yes,No,No,No,4.9,20.3,26.4242,85.2191
ACC100984,08-12-2024,2024,12,8,Sunday,09:55,Q4,Odisha,Odisha_District-1,East,Rural,Expressway,Straight Road,Foggy,Very Poor,Under Construction,Daylight,Very High,Auto-Rickshaw,1,36,Male,16,100,110,N/A,N/A,No,Yes,Mobile Phone Usage,Side Collision,Fatal,5,4,1,12,Yes,115292,No,Yes,No,No,No,0.4,19.2,19.7593,85.1616
ACC101354,09-04-2024,2024,4,9,Tuesday,10:19,Q2,Tamil Nadu,Tamil_District-7,South,Rural,City Road,Straight Road,Clear,Good,Dry,Daylight,High,Auto-Rickshaw,1,31,Male,5,40,26,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Minor,0,0,0,39,Yes,,Yes,No,No,No,No,0.9,27.5,11.7139,78.5239
ACC100597,17-09-2024,2024,9,17,Tuesday,02:31,Q3,Puducherry,Puducherry_District-5,South,Urban,City Road,Bridge,Clear,Good,Wet,Night - Streetlight,Low,Car,4,40,Female,14,40,29,N/A,Yes,No,No,Wrong Side Driving,Pedestrian Hit,Minor,1,0,1,47,No,13276,No,No,No,No,No,0.3,28.8,10.8701,79.8433
ACC100111,17-05-2023,2023,5,17,Wednesday,06:41,Q2,Maharashtra,Maharashtra_District-2,West,Urban,City Road,Straight Road,Rainy,Poor,Under Construction,Dusk/Dawn,Low,Auto-Rickshaw,1,36,Male,15,40,41,N/A,N/A,No,No,Pedestrian Crossing Negligence,Vehicle Rollover,Serious,2,0,2,45,Yes,31852,No,Yes,No,No,No,,18.5,19.8304,76.645
ACC100448,29-07-2023,2023,7,29,Saturday,10:21,Q3,Sikkim,Sikkim_District-6,Northeast,Rural,Expressway,Curve/Bend,Clear,Good,Dry,Daylight,Moderate,Car,2,38,Male,14,100,120,N/A,No,No,No,Mobile Phone Usage,Side Collision,Serious,2,0,2,40,Yes,91952,No,Yes,No,No,Yes,0.4,23,26.9277,89.2662
ACC100008,03-08-2024,2024,8,3,Saturday,20:10,Q3,West Bengal,West_District-3,East,Urban,City Road,Curve/Bend,Cloudy,Moderate,Under Construction,Night - No Streetlight,Very High,Car,3,41,Male,20,40,31,N/A,Yes,No,No,Drunk Driving,Head-on Collision,Minor,1,0,1,48,Yes,30297,Yes,Yes,Yes,No,No,2.4,20.1,21.6208,87.6606
ACC101095,22-04-2023,2023,4,22,Saturday,09:07,Q2,Punjab,Punjab_District-2,North,Urban,National Highway,Flyover,Rainy,Poor,Under Construction,Daylight,High,Car,2,25,Male,6,80,71,N/A,No,No,Yes,Wrong Side Driving,Rear-end Collision,Serious,5,0,5,33,No,69798,Yes,Yes,Yes,No,No,10,27.9,30.487,75.8034
ACC100904,24-03-2024,2024,3,24,Sunday,19:56,Q1,Rajasthan,Rajasthan_District-2,North,Urban,City Road,Roundabout,Clear,Good,Potholes,Night - No Streetlight,Very High,Two-Wheeler,6,32,Male,7,40,38,Yes,N/A,No,Yes,Pedestrian Crossing Negligence,Side Collision,Minor,2,0,2,11,Yes,13579,No,No,No,Yes,No,2.6,21.7,26.2857,73.9796
ACC101725,02-11-2023,2023,11,2,Thursday,09:59,Q4,West Bengal,West_District-8,East,Urban,State Highway,Straight Road,Foggy,Very Poor,Dry,Daylight,Moderate,Truck,3,39,Female,19,60,53,N/A,N/A,No,No,Signal Jumping,Multi-Vehicle Pileup,Minor,0,0,0,5,No,11410,Yes,No,Yes,No,No,0.5,21.2,24.4969,87.3013
ACC101449,02-12-2023,2023,12,2,Saturday,19:14,Q4,Uttar Pradesh,Uttar_District-8,North,Urban,City Road,Flyover,Clear,Good,Dry,Night - No Streetlight,High,Two-Wheeler,1,43,Male,24,40,39,Yes,N/A,No,Yes,Wrong Side Driving,Rear-end Collision,Serious,5,0,5,11,Yes,45956,Yes,Yes,No,No,No,1.2,22.1,26.6488,81.0873
ACC101701,31-07-2023,2023,7,31,Monday,08:55,Q3,Tamil Nadu,Tamil_District-5,South,Urban,City Road,Straight Road,Rainy,Poor,Wet,Daylight,Very High,Car,2,61,Male,42,40,50,N/A,No,No,No,Fatigue/Sleepy Driving,Hit and Run,Serious,2,1,1,43,No,106256,No,Yes,No,No,No,18.1,15.5,11.3862,79.0452
ACC101362,16-09-2024,2024,9,16,Monday,18:19,Q3,Rajasthan,Rajasthan_District-7,North,Rural,Village Road,Bridge,Rainy,Poor,Dry,Dusk/Dawn,Moderate,Two-Wheeler,1,31,Male,11,30,18,Yes,N/A,No,No,Fog/Low Visibility,Rear-end Collision,Minor,0,0,0,31,No,11581,No,No,Yes,No,No,6.6,34.3,28.6178,74.8899
ACC100300,04-11-2024,2024,11,4,Monday,21:12,Q4,Maharashtra,Maharashtra_District-4,West,Urban,Village Road,Flyover,Rainy,Poor,Wet,Night - Streetlight,High,Car,4,33,Male,9,30,19,N/A,Yes,No,No,Mobile Phone Usage,Side Collision,Minor,2,0,2,26,Yes,25099,No,No,No,Yes,No,1.9,35,19.37,76.7888
ACC100471,06-10-2023,2023,10,6,Friday,18:36,Q4,Maharashtra,Maharashtra_District-3,West,Urban,National Highway,Bridge,Cloudy,Moderate,Dry,Dusk/Dawn,Very High,Bus,3,34,Male,13,80,93,N/A,N/A,No,No,Overtaking,Head-on Collision,Minor,2,0,2,23,No,13161,No,No,No,No,No,3.8,26.4,20.9324,75.9749
ACC101527,25-12-2023,2023,12,25,Monday,19:15,Q4,Gujarat,Gujarat_District-8,West,Rural,Village Road,Curve/Bend,Cloudy,Moderate,Dry,Night - No Streetlight,High,Car,5,40,Male,20,30,33,N/A,Yes,No,Yes,Overspeeding,Head-on Collision,Minor,1,0,1,27,Yes,,Yes,No,No,No,No,0.8,17.9,22.9948,72.2925
ACC101257,23-09-2024,2024,9,23,Monday,19:46,Q3,Maharashtra,Maharashtra_District-7,West,Rural,National Highway,Roundabout,Clear,Good,Potholes,Night - Streetlight,Moderate,Two-Wheeler,4,42,Male,17,80,75,Yes,N/A,No,No,Overspeeding,Hit and Run,Serious,4,1,3,24,No,48765,Yes,Yes,No,No,No,0.9,25.1,20.0731,74.733
ACC100994,24-02-2023,2023,2,24,Friday,22:05,Q1,Odisha,Odisha_District-4,East,Urban,City Road,Junction,Clear,Good,Potholes,Night - Streetlight,Low,Car,1,42,Male,18,40,54,N/A,No,Yes,No,Overspeeding,Side Collision,Fatal,5,3,2,22,No,254134,Yes,Yes,No,No,No,3.8,33,22.0433,86.2149
ACC101777,31-10-2024,2024,10,31,Thursday,10:27,Q4,Tamil Nadu,Tamil_District-8,South,Urban,Expressway,Bridge,Cloudy,Moderate,Wet,Daylight,Moderate,Pedestrian-Involved,5,29,Male,4,100,117,N/A,N/A,No,No,Fatigue/Sleepy Driving,Hit and Run,Minor,3,0,3,,Yes,15755,Yes,No,No,No,No,7.2,34.1,10.9663,78.2322
ACC100856,08-03-2024,2024,3,8,Friday,12:47,Q1,Maharashtra,Maharashtra_District-4,West,Rural,City Road,Straight Road,Rainy,Poor,Under Construction,Daylight,Very High,Truck,3,36,Male,9,40,44,N/A,N/A,No,Yes,Mobile Phone Usage,Vehicle Rollover,Minor,2,0,2,30,Yes,7855,Yes,Yes,No,No,No,10,31.5,19.9625,74.5424
ACC100279,29-08-2024,2024,8,29,Thursday,19:17,Q3,Uttarakhand,Uttarakhand_District-5,North,Urban,City Road,Bridge,Clear,Good,Under Construction,Night - No Streetlight,High,Two-Wheeler,3,45,Male,,40,41,Yes,N/A,No,No,Overspeeding,Multi-Vehicle Pileup,Minor,3,0,3,32,Yes,16028,No,No,Yes,No,No,4.6,34.5,29.2367,79.2517
ACC101103,15-09-2024,2024,9,15,Sunday,17:52,Q3,Karnataka,Karnataka_District-8,South,Urban,City Road,Flyover,Cloudy,Moderate,Dry,Daylight,High,Car,3,33,Male,13,40,48,N/A,Yes,No,No,Overtaking,Hit and Run,Minor,0,0,0,24,Yes,13108,Yes,Yes,No,No,No,0.7,27.7,16.1376,75.9968
ACC100378,22-02-2023,2023,2,22,Wednesday,10:44,Q1,Kerala,Kerala_District-1,South,Urban,Expressway,Junction,Clear,Good,Dry,Daylight,High,Car,3,30,Male,7,100,114,N/A,No,Yes,No,Mobile Phone Usage,Side Collision,Serious,2,0,2,24,Yes,70267,Yes,Yes,No,No,Yes,0.6,12,11.541,77.228
ACC101151,10-12-2023,2023,12,10,Sunday,17:25,Q4,Punjab,Punjab_District-1,North,Rural,Village Road,Roundabout,Clear,Good,Potholes,Daylight,Very High,Two-Wheeler,2,26,Male,3,30,39,No,N/A,No,No,Overspeeding,Rear-end Collision,Minor,1,0,1,28,No,18758,Yes,Yes,No,No,No,2.5,18.1,31.0706,75.2476
ACC101858,11-02-2024,2024,2,11,Sunday,22:13,Q1,Tamil Nadu,Tamil_District-2,South,Rural,City Road,Bridge,Foggy,Very Poor,Wet,Night - Streetlight,Low,Auto-Rickshaw,3,25,Male,0,40,37,N/A,N/A,No,No,Fatigue/Sleepy Driving,Side Collision,Serious,3,0,3,10,No,44133,Yes,Yes,No,No,No,2.6,21.9,11.357,78.3771
ACC101190,09-05-2023,2023,5,9,Tuesday,20:55,Q2,Kerala,Kerala_District-6,South,Urban,State Highway,Bridge,Rainy,Poor,Wet,Night - No Streetlight,High,Two-Wheeler,3,18,Male,0,60,81,Yes,N/A,No,No,Wrong Side Driving,Multi-Vehicle Pileup,Fatal,5,4,1,,No,250030,Yes,Yes,No,No,No,11.3,27.8,10.4741,76.0424
ACC101589,29-06-2024,2024,6,29,Saturday,10:26,Q2,Uttar Pradesh,Uttar_District-6,North,Urban,City Road,Curve/Bend,Cloudy,Moderate,Dry,Daylight,Very High,Car,2,38,Male,13,40,42,N/A,Yes,No,No,Overspeeding,Multi-Vehicle Pileup,Serious,3,1,2,21,Yes,47692,Yes,Yes,No,No,No,0.5,29,27.0879,80.2348
ACC100706,26-04-2023,2023,4,26,Wednesday,22:53,Q2,Tamil Nadu,Tamil_District-3,South,Rural,City Road,Junction,Clear,Good,Potholes,Night - Streetlight,Low,Auto-Rickshaw,3,45,Male,25,40,27,N/A,N/A,No,No,Drunk Driving,Vehicle Rollover,Minor,0,0,0,33,No,15343,No,No,No,No,No,0.7,37.8,11.0784,78.5895
ACC101762,20-06-2024,2024,6,20,Thursday,19:26,Q2,Uttarakhand,Uttarakhand_District-1,North,Urban,State Highway,Junction,Clear,Good,Dry,Night - No Streetlight,Moderate,Car,4,37,Male,13,60,61,N/A,No,No,Yes,Mobile Phone Usage,Side Collision,Minor,1,0,1,31,Yes,15068,No,No,No,No,No,0,20.7,30.6213,78.7561
ACC101317,27-05-2023,2023,5,27,Saturday,20:03,Q2,Karnataka,Karnataka_District-5,South,Urban,State Highway,Straight Road,Rainy,Poor,Wet,Night - Streetlight,High,Two-Wheeler,2,18,Male,0,60,67,No,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Serious,4,0,4,52,Yes,46661,Yes,Yes,Yes,No,No,15.2,30.9,15.1249,76.5294
ACC101417,19-04-2024,2024,4,19,Friday,09:18,Q2,Karnataka,Karnataka_District-8,South,Rural,National Highway,Roundabout,Foggy,Very Poor,Dry,Daylight,High,Truck,2,34,Male,8,80,90,N/A,N/A,No,No,Wrong Side Driving,Hit and Run,Serious,4,0,4,9,No,63346,Yes,Yes,No,No,No,2.6,29.2,14.5121,76.121
ACC100745,13-09-2024,2024,9,13,Friday,21:33,Q3,Telangana,Telangana_District-7,South,Rural,City Road,Roundabout,Cloudy,Moderate,Dry,Night - No Streetlight,High,Truck,4,43,Male,17,40,41,N/A,N/A,No,No,Fog/Low Visibility,Head-on Collision,Minor,0,0,0,32,No,3349,Yes,No,No,No,No,0.1,27,17.0557,79.1613
ACC101512,11-05-2024,2024,5,11,Saturday,06:27,Q2,Maharashtra,Maharashtra_District-5,West,Rural,City Road,Curve/Bend,Stormy,Poor,Under Construction,Dusk/Dawn,Low,Two-Wheeler,2,41,Male,19,40,45,No,N/A,Yes,No,Drunk Driving,Vehicle Rollover,Fatal,5,5,0,21,Yes,135831,Yes,Yes,No,No,No,4.7,36.9,19.0177,74.9535
ACC101065,26-04-2023,2023,4,26,Wednesday,20:21,Q2,Odisha,Odisha_District-3,East,Rural,National Highway,Roundabout,Cloudy,Moderate,Dry,Night - No Streetlight,Moderate,Auto-Rickshaw,1,18,Male,0,80,123,N/A,N/A,No,No,Overspeeding,Multi-Vehicle Pileup,Fatal,6,4,2,24,Yes,48847,Yes,Yes,No,No,No,1.4,28.7,21.4201,84.5231
ACC100059,01-03-2024,2024,3,1,Friday,02:36,Q1,Himachal Pradesh,Himachal_District-3,North,Urban,State Highway,Flyover,Rainy,Poor,Potholes,Night - Streetlight,High,Two-Wheeler,2,46,Male,21,60,72,Yes,N/A,No,No,Wrong Side Driving,Rear-end Collision,Serious,4,0,4,34,Yes,74225,Yes,Yes,No,Yes,No,10.4,28.5,31.1612,76.7426
ACC101386,29-10-2023,2023,10,29,Sunday,17:46,Q4,Andhra Pradesh,Andhra_District-2,South,Urban,National Highway,Junction,Cloudy,Moderate,Dry,Daylight,High,Bus,1,19,Female,0,80,91,N/A,N/A,No,No,Mobile Phone Usage,Pedestrian Hit,Serious,7,1,6,7,Yes,64368,Yes,Yes,No,Yes,No,1.7,19.6,16.3721,79.7507
ACC100863,29-10-2023,2023,10,29,Sunday,17:07,Q4,Karnataka,Karnataka_District-6,South,Urban,Village Road,Flyover,Clear,Good,Wet,Daylight,Low,Bus,5,43,Male,22,30,45,N/A,N/A,No,No,Wrong Side Driving,Rear-end Collision,Serious,4,0,4,15,Yes,59377,Yes,Yes,No,No,No,4.1,19.2,14.5917,75.6344
ACC100329,11-03-2023,2023,3,11,Saturday,18:51,Q1,Haryana,Haryana_District-1,North,Urban,National Highway,Junction,Foggy,Very Poor,Dry,Dusk/Dawn,High,Bus,3,34,Male,15,80,114,N/A,N/A,No,No,Overspeeding,Head-on Collision,Fatal,9,6,3,48,Yes,197102,Yes,Yes,Yes,Yes,No,0.5,33.5,30.199,76.8121
ACC100829,16-08-2023,2023,8,16,Wednesday,18:04,Q3,Karnataka,Karnataka_District-2,South,Urban,City Road,Straight Road,Foggy,Very Poor,Dry,Dusk/Dawn,High,Two-Wheeler,3,27,Male,3,40,44,Yes,N/A,Yes,No,Drunk Driving,Head-on Collision,Serious,2,0,2,24,Yes,96391,Yes,Yes,No,No,No,1.3,24.4,14.5127,74.8245
ACC100288,07-02-2024,2024,2,7,Wednesday,18:06,Q1,Tamil Nadu,Tamil_District-1,South,Rural,National Highway,Curve/Bend,Rainy,Poor,Potholes,Dusk/Dawn,Very High,Two-Wheeler,3,34,Male,15,80,92,No,N/A,Yes,No,Overspeeding,Vehicle Rollover,Fatal,2,2,0,30,Yes,119480,No,Yes,No,No,No,1.1,17.1,9.3782,78.3092
ACC100839,04-10-2024,2024,10,4,Friday,00:59,Q4,Gujarat,Gujarat_District-4,West,Rural,Expressway,Roundabout,Foggy,Very Poor,Oil Spill,Night - No Streetlight,High,Two-Wheeler,2,32,Male,,100,90,No,N/A,No,No,Pedestrian Crossing Negligence,Head-on Collision,Fatal,4,2,2,23,No,116647,Yes,Yes,No,No,No,2.1,,22.815,71.8693
ACC101582,25-06-2023,2023,6,25,Sunday,01:14,Q2,Tamil Nadu,Tamil_District-5,South,Rural,City Road,Junction,Cloudy,Moderate,Dry,Night - No Streetlight,Low,Bicycle,5,25,Male,0,40,37,N/A,N/A,No,No,Signal Jumping,Pedestrian Hit,Minor,2,0,2,39,No,8379,Yes,Yes,Yes,No,No,0,40.1,10.9186,78.262
ACC100128,03-01-2023,2023,1,3,Tuesday,20:10,Q1,Rajasthan,Rajasthan_District-7,North,Rural,Village Road,Curve/Bend,Foggy,Very Poor,,Night - Streetlight,High,Two-Wheeler,2,41,Female,20,30,20,Yes,N/A,No,No,Mobile Phone Usage,Pedestrian Hit,Serious,1,0,1,32,Yes,79076,No,Yes,No,No,Yes,1.2,5,26.2331,75.3317
ACC100109,09-11-2024,2024,11,9,Saturday,22:58,Q4,Karnataka,Karnataka_District-3,South,Urban,National Highway,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,Moderate,Bus,3,18,Male,0,80,74,N/A,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Serious,4,1,3,15,No,33233,Yes,Yes,No,Yes,No,1.7,14.1,15.0722,74.6183
ACC101313,26-05-2024,2024,5,26,Sunday,09:51,Q2,West Bengal,West_District-5,East,Urban,State Highway,Bridge,Clear,Good,Wet,Daylight,High,Two-Wheeler,3,39,Male,20,60,72,Yes,N/A,No,No,Signal Jumping,Vehicle Rollover,Minor,2,0,2,35,Yes,16813,Yes,No,Yes,No,No,0.1,38.3,23.1843,88.2203
ACC101878,10-01-2023,2023,1,10,Tuesday,09:38,Q1,Telangana,Telangana_District-7,South,Urban,City Road,Flyover,Clear,Good,Dry,Daylight,Very High,Tractor,2,48,Male,28,40,55,N/A,N/A,No,No,Overspeeding,Side Collision,Serious,3,1,2,6,Yes,76632,No,Yes,No,No,No,0.8,19.3,17.4487,79.1263
ACC100205,18-12-2023,2023,12,18,Monday,07:15,Q4,Karnataka,Karnataka_District-3,South,Urban,National Highway,Flyover,Rainy,Poor,Wet,Daylight,Moderate,Auto-Rickshaw,3,18,Male,0,80,131,N/A,N/A,No,No,Mobile Phone Usage,Hit and Run,Fatal,3,1,2,31,Yes,157180,Yes,Yes,Yes,No,No,9.1,12.7,15.4607,74.9724
ACC101866,29-11-2023,2023,11,29,Wednesday,19:21,Q4,Chhattisgarh,Chhattisgarh_District-7,Central,Urban,State Highway,Curve/Bend,Clear,Good,Dry,Night - Streetlight,Very High,Two-Wheeler,2,39,Male,16,60,66,No,N/A,No,No,Pedestrian Crossing Negligence,Pedestrian Hit,Serious,3,0,3,21,No,92232,No,Yes,No,Yes,Yes,2.4,23.4,21.0539,81.0724
ACC100857,16-05-2024,2024,5,16,Thursday,18:20,Q2,Uttarakhand,Uttarakhand_District-3,North,Urban,Expressway,Bridge,Rainy,Poor,Wet,Dusk/Dawn,High,Two-Wheeler,2,31,Male,4,100,125,Yes,N/A,No,Yes,Overspeeding,Pedestrian Hit,Fatal,7,3,4,48,Yes,190446,No,Yes,No,No,No,8.1,31.7,30.9111,77.7957
ACC100431,12-04-2023,2023,4,12,Wednesday,18:12,Q2,Karnataka,Karnataka_District-1,South,Urban,Expressway,Flyover,Cloudy,Moderate,Dry,Dusk/Dawn,High,Two-Wheeler,1,18,Male,0,100,97,Yes,N/A,No,No,Poor Road Condition,Vehicle Rollover,Minor,1,0,1,5,Yes,14930,No,Yes,No,No,No,1.4,26.6,15.6152,75.8342
ACC101672,06-09-2023,2023,9,6,Wednesday,18:42,Q3,West Bengal,West_District-8,East,Urban,State Highway,Bridge,Clear,Good,Under Construction,Dusk/Dawn,Moderate,Auto-Rickshaw,5,45,Male,23,60,53,N/A,N/A,No,Yes,Mobile Phone Usage,Multi-Vehicle Pileup,Serious,2,0,2,9,No,70367,Yes,Yes,No,No,No,1,23.3,22.7989,87.2591
ACC101836,07-02-2024,2024,2,7,Wednesday,22:37,Q1,Maharashtra,Maharashtra_District-6,West,Rural,Village Road,Bridge,Clear,Good,Under Construction,Night - No Streetlight,Low,Bus,2,46,Male,23,30,50,N/A,N/A,No,No,Fog/Low Visibility,Head-on Collision,Fatal,2,1,1,41,Yes,,Yes,Yes,No,No,No,0.7,14.4,19.7856,76.3737
ACC100554,09-11-2023,2023,11,9,Thursday,22:48,Q4,Telangana,Telangana_District-4,South,Urban,Expressway,Bridge,Rainy,Poor,Wet,Night - No Streetlight,Moderate,Two-Wheeler,5,27,Male,3,100,99,No,N/A,Yes,No,Drunk Driving,Pedestrian Hit,Fatal,3,2,1,35,Yes,72705,Yes,Yes,No,No,No,2.2,25.3,18.9804,78.0544
ACC100052,02-09-2024,2024,9,2,Monday,02:24,Q3,Rajasthan,Rajasthan_District-2,North,Urban,Expressway,Junction,Clear,Good,Dry,Night - No Streetlight,Very High,Auto-Rickshaw,3,26,Male,0,100,109,N/A,N/A,No,No,Pedestrian Crossing Negligence,Head-on Collision,Fatal,2,1,1,29,Yes,179168,Yes,Yes,No,No,Yes,0.5,29.9,27.6945,75.0618
ACC100982,17-03-2024,2024,3,17,Sunday,17:55,Q1,Kerala,Kerala_District-3,South,Urban,City Road,Flyover,Cloudy,Moderate,Dry,Daylight,High,Two-Wheeler,3,41,Male,20,40,56,No,N/A,No,No,Overspeeding,Head-on Collision,Serious,3,0,3,26,Yes,53924,Yes,Yes,No,No,No,0.9,26.5,10.9155,75.8768
ACC100739,19-09-2024,2024,9,19,Thursday,19:05,Q3,Uttarakhand,Uttarakhand_District-5,North,Rural,City Road,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,High,Auto-Rickshaw,2,33,Male,11,40,27,N/A,N/A,Yes,No,Drunk Driving,Pedestrian Hit,Serious,3,1,2,48,No,,No,Yes,No,No,No,1,24.4,28.9757,79.4034
ACC101226,25-02-2023,2023,2,25,Saturday,21:15,Q1,West Bengal,West_District-7,East,Rural,National Highway,Bridge,Clear,Good,Dry,Night - No Streetlight,Low,Truck,1,32,Male,12,80,84,N/A,N/A,No,Yes,Wrong Side Driving,Multi-Vehicle Pileup,Serious,5,1,4,5,Yes,81356,No,Yes,No,No,No,1.8,16.1,22.5327,87.1199
ACC100740,27-12-2023,2023,12,27,Wednesday,17:15,Q4,Haryana,Haryana_District-7,North,Rural,Village Road,Flyover,Foggy,Very Poor,Potholes,Daylight,Moderate,Car,1,34,Male,9,30,41,N/A,Yes,No,No,Mobile Phone Usage,Side Collision,Serious,2,0,2,5,No,73270,Yes,Yes,No,No,No,3.3,15.6,28.87,76.3295
ACC100654,09-03-2024,2024,3,9,Saturday,18:25,Q1,Puducherry,Puducherry_District-7,South,Urban,Expressway,Roundabout,Clear,Good,Wet,Dusk/Dawn,High,Truck,2,30,Male,7,100,114,N/A,N/A,No,No,Mobile Phone Usage,Vehicle Rollover,Serious,4,0,4,6,Yes,73969,Yes,Yes,No,No,No,1.3,23.1,12.0941,81.4975
ACC101492,13-02-2023,2023,2,13,Monday,19:10,Q1,Karnataka,Karnataka_District-7,South,Urban,State Highway,Bridge,Clear,Good,Dry,Night - No Streetlight,High,Car,1,34,Female,15,60,93,N/A,Yes,No,No,Fog/Low Visibility,Multi-Vehicle Pileup,Fatal,5,3,2,28,Yes,157420,No,Yes,Yes,No,No,2.2,20.1,15.4584,74.9107
ACC101572,29-06-2023,2023,6,29,Thursday,20:06,Q2,Kerala,Kerala_District-7,South,Urban,City Road,Roundabout,Rainy,Poor,Wet,Night - Streetlight,Very High,Car,2,39,Male,17,40,50,N/A,Yes,No,No,Pedestrian Crossing Negligence,Hit and Run,Serious,5,1,4,40,No,50395,No,Yes,No,No,No,2.7,29.4,10.1094,77.229
ACC101353,12-08-2024,2024,8,12,Monday,20:56,Q3,Uttar Pradesh,Uttar_District-3,North,Rural,Expressway,Junction,Clear,Good,Dry,Night - Streetlight,Very High,Two-Wheeler,2,38,Female,17,100,182,No,N/A,No,No,Fog/Low Visibility,Pedestrian Hit,Fatal,1,1,0,49,Yes,170304,Yes,Yes,No,No,No,0.3,27.5,26.165,80.3787
ACC101415,12-09-2024,2024,9,12,Thursday,04:25,Q3,Punjab,Punjab_District-1,North,Rural,National Highway,Bridge,Clear,Good,,Night - Streetlight,Very High,Car,2,42,Male,17,80,227,N/A,Yes,No,No,Pedestrian Crossing Negligence,Hit and Run,Minor,1,0,1,35,Yes,10668,No,No,No,No,Yes,3.2,28.2,31.8426,75.9379
ACC101345,29-01-2024,2024,1,29,Monday,10:03,Q1,Tamil Nadu,Tamil_District-1,South,Urban,City Road,Straight Road,Cloudy,Moderate,Dry,Daylight,Moderate,Bicycle,2,28,Male,3,40,36,N/A,N/A,Yes,Yes,Wrong Side Driving,Vehicle Rollover,Serious,1,0,1,24,No,50891,No,Yes,No,No,No,0.3,14,12.4714,78.494
ACC101261,11-06-2024,2024,6,11,Tuesday,12:20,Q2,Assam,Assam_District-5,Northeast,Rural,National Highway,Curve/Bend,Cloudy,Moderate,Dry,Daylight,Moderate,Two-Wheeler,2,29,Male,5,80,80,Yes,N/A,No,No,Mobile Phone Usage,Head-on Collision,Minor,1,0,1,31,Yes,7529,Yes,No,No,No,No,3.2,21.7,26.5055,92.9984
ACC101045,03-09-2024,2024,9,3,Tuesday,20:38,Q3,Kerala,Kerala_District-7,South,Urban,Village Road,Straight Road,Clear,Good,Wet,Night - No Streetlight,Very High,Bicycle,3,35,Male,13,30,31,N/A,N/A,No,Yes,Overspeeding,Head-on Collision,Minor,1,0,1,19,No,6799,No,Yes,No,No,No,0.6,23.4,10.9257,76.8436
